TEAM,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PER,SEASON,Playoff,Quarter,Semi,Final,Champion,SCORE,W,L,WIN%,GB,CONF,DIV,HOME,ROAD,OT,TEAM_ID,ELO
Denver Nuggets,3047,6451,156.0,520.0,1687,2343,1065.0,2491.0,3556.0,1696,650.0,664.0,1303.0,1823,7937,15.86,1993-94,1,1,0,0,0,16.0,42,40,0.512,21  ,27-27,14-12,28-13,14-27,0-0 ,1610612743,1502.794088490346
Detroit Pistons,2956,6500,340.0,984.0,1181,1600,932.0,2123.0,3055.0,1677,536.0,288.0,1116.0,1745,7433,13.1,1993-94,0,0,0,0,0,,20,62,0.244,37  ,12-44,4-24 ,10-31,10-31,0-0 ,1610612765,1167.0131331173336
Golden State Warriors,3390,6863,260.0,767.0,1485,2238,1136.0,2299.0,3435.0,2150,775.0,500.0,1352.0,1685,8525,16.3,1993-94,1,0,0,0,0,6.0,50,32,0.61,13  ,33-21,19-11,29-12,21-20,0-0 ,1610612744,1480.7028548940436
Houston Rockets,3118,6563,416.0,1250.0,1439,1921,881.0,2537.0,3418.0,2064,703.0,473.0,1259.0,1576,8091,15.08,1993-94,1,1,1,1,1,8.0,58,24,0.707,5   ,38-16,15-11,35-6 ,23-18,0-0 ,1610612745,1616.0599062506865
Indiana Pacers,3096,6333,184.0,497.0,1729,2330,1077.0,2303.0,3380.0,1998,679.0,433.0,1338.0,1868,8105,15.39,1993-94,1,1,1,0,0,15.0,47,35,0.573,10  ,32-24,15-13,29-12,18-23,0-0 ,1610612754,1564.7662390736557
Los Angeles Clippers,3235,6888,221.0,735.0,1466,2044,1074.0,2320.0,3394.0,2086,775.0,394.0,1381.0,1666,8157,14.98,1993-94,0,0,0,0,0,,27,55,0.329,36  ,17-37,9-21 ,17-24,10-31,0-0 ,1610612746,1254.4335946229396
Los Angeles Lakers,3107,6889,239.0,799.0,1288,1776,1150.0,2061.0,3211.0,1910,715.0,431.0,1068.0,1687,7741,14.33,1993-94,0,0,0,0,0,,33,49,0.402,30  ,18-36,7-23 ,21-20,12-29,0-0 ,1610612747,1318.361283759891
Miami Heat,3145,6761,327.0,960.0,1729,2203,1196.0,2336.0,3532.0,1833,629.0,366.0,1236.0,1942,8346,15.67,1993-94,1,0,0,0,0,8.0,42,40,0.512,15  ,32-24,16-12,22-19,20-21,0-0 ,1610612748,1399.46140990982
Milwaukee Bucks,2968,6607,329.0,1015.0,1485,2113,1073.0,2059.0,3132.0,1931,785.0,377.0,1260.0,1745,7750,13.47,1993-94,0,0,0,0,0,,20,62,0.244,37  ,14-42,9-19 ,11-30,9-32 ,0-0 ,1610612749,1151.059343638787
Minnesota Timberwolves,2917,6343,181.0,548.0,1720,2225,946.0,2283.0,3229.0,1921,577.0,435.0,1380.0,1957,7735,13.52,1993-94,0,0,0,0,0,,20,62,0.244,43  ,13-41,5-21 ,13-28,7-34 ,0-0 ,1610612750,1131.4480906685458
New York Knicks,2962,6438,292.0,846.0,1502,2009,1134.0,2454.0,3588.0,1904,705.0,378.0,1264.0,1874,7718,15.24,1993-94,1,1,1,1,0,8.0,57,25,0.695,--  ,40-16,18-10,32-9 ,25-16,0-0 ,1610612752,1576.96078377433
Oklahoma City Thunder,3225,6654,239.0,713.0,1694,2258,1075.0,2127.0,3202.0,2079,1029.0,341.0,1162.0,1812,8383,16.6,1993-94,0,0,0,0,0,1.0,63,19,0.768,--  ,44-10,25-5 ,37-4 ,26-15,0-0 ,1610612760,1581.7383909425398
Orlando Magic,3267,6710,393.0,1132.0,1536,2257,1109.0,2231.0,3340.0,2042,664.0,403.0,1245.0,1568,8463,14.59,1993-94,1,0,0,0,0,4.0,50,32,0.61,7   ,35-21,20-8 ,31-10,19-22,0-0 ,1610612753,1460.0974779200533
Philadelphia 76ers,3003,6532,308.0,893.0,1477,2062,970.0,2312.0,3282.0,1789,634.0,499.0,1263.0,1418,7791,14.56,1993-94,0,0,0,0,0,,25,57,0.305,32  ,17-39,7-21 ,15-26,10-31,0-0 ,1610612755,1188.215984875458
Phoenix Suns,3283,6718,343.0,1028.0,1600,2192,1160.0,2357.0,3517.0,2086,710.0,444.0,1190.0,1528,8509,17.22,1993-94,1,1,0,0,0,6.0,56,26,0.683,7   ,37-17,19-11,36-5 ,20-21,0-0 ,1610612756,1576.5866986454766
Portland Trail Blazers,3296,7229,272.0,763.0,1748,2338,1233.0,2376.0,3609.0,2031,724.0,396.0,1144.0,1731,8612,16.53,1993-94,1,0,0,0,0,7.0,47,35,0.573,16  ,29-25,17-13,30-11,17-24,0-0 ,1610612757,1421.381125106394
Sacramento Kings,3039,6666,247.0,694.0,1574,2139,1057.0,2220.0,3277.0,1839,619.0,326.0,1199.0,1835,7899,13.52,1993-94,0,0,0,0,0,,28,54,0.341,35  ,17-37,9-21 ,20-21,8-33 ,0-0 ,1610612758,1300.9223817388863
San Antonio Spurs,3054,6398,239.0,683.0,1523,2051,1165.0,2516.0,3681.0,1827,541.0,427.0,1079.0,1515,7870,15.14,1993-94,1,0,0,0,0,4.0,55,27,0.671,8   ,32-22,16-10,32-9 ,23-18,0-0 ,1610612759,1483.2692385419375
Utah Jazz,3138,6575,168.0,534.0,1715,2321,1031.0,2351.0,3382.0,2100,734.0,358.0,1102.0,1911,8159,14.93,1993-94,1,1,1,0,0,15.0,53,29,0.646,10  ,36-18,21-5 ,33-8 ,20-21,0-0 ,1610612762,1509.21761957318
Washington Wizards,3116,6650,214.0,720.0,1565,2090,1031.0,2115.0,3146.0,1786,683.0,312.0,1323.0,1646,8011,13.74,1993-94,0,0,0,0,0,,24,58,0.293,33  ,17-39,8-20 ,17-24,7-34 ,0-0 ,1610612764,1236.7912833455075
Atlanta Hawks,3263,6948,365.0,1014.0,1615,2169,1213.0,2212.0,3425.0,1976,760.0,252.0,1219.0,1625,8506,15.3,1992-93,1,0,0,0,0,7.0,43,39,0.524,17  ,26-30,12-16,25-16,18-23,0-0 ,1610612737,1422.725460671566
Boston Celtics,3396,6961,110.0,379.0,1440,1847,1035.0,2358.0,3393.0,1959,633.0,433.0,1092.0,1799,8342,15.86,1992-93,1,0,0,0,0,4.0,48,34,0.585,12  ,33-23,19-9 ,28-13,20-21,0-0 ,1610612738,1483.9313195082416
Brooklyn Nets,3102,6708,152.0,473.0,1663,2154,1220.0,2415.0,3635.0,1788,666.0,513.0,1244.0,1776,8019,15.06,1992-93,0,0,0,0,0,6.0,43,39,0.524,17  ,27-29,14-14,26-15,17-24,0-0 ,1610612751,1376.964723754504
Charlotte Hornets,3364,6882,175.0,533.0,1736,2244,1007.0,2319.0,3326.0,2092,615.0,445.0,1213.0,1629,8639,16.29,1992-93,1,1,0,0,0,10.0,44,38,0.537,16  ,29-27,12-16,22-19,22-19,0-0 ,1610612766,1488.6336134416265
Chicago Bulls,3393,6994,242.0,658.0,1398,1902,1243.0,2233.0,3476.0,2061,746.0,402.0,1027.0,1708,8426,14.87,1992-93,1,1,1,1,1,8.0,57,25,0.695,3   ,39-17,19-9 ,31-10,26-15,0-0 ,1610612741,1680.9045462588344
Cleveland Cavaliers,3253,6486,280.0,729.0,1608,1975,869.0,2386.0,3255.0,2240,573.0,516.0,1034.0,1440,8394,17.27,1992-93,1,1,0,0,0,6.0,54,28,0.659,6   ,37-19,22-6 ,35-6 ,19-22,0-0 ,1610612739,1502.8980421221745
Dallas Mavericks,3082,7050,280.0,818.0,1478,2099,1187.0,2168.0,3355.0,1624,625.0,345.0,1367.0,2202,7922,12.61,1992-93,0,0,0,0,0,,11,71,0.134,51  ,5-49 ,3-23 ,7-34 ,4-37 ,0-0 ,1610612742,1122.6045022753356
Denver Nuggets,3334,7223,138.0,453.0,1767,2329,1243.0,2535.0,3778.0,1728,645.0,561.0,1356.0,2001,8573,14.26,1992-93,0,0,0,0,0,,36,46,0.439,26  ,25-29,13-13,28-13,8-33 ,0-0 ,1610612743,1368.9991195147136
Detroit Pistons,3151,6932,290.0,892.0,1369,1857,1228.0,2239.0,3467.0,1859,538.0,245.0,1037.0,1631,7961,14.3,1992-93,0,0,0,0,0,,40,42,0.488,20  ,31-25,12-16,28-13,12-29,0-0 ,1610612765,1452.4986737956356
Golden State Warriors,3296,6806,286.0,815.0,1665,2326,1139.0,2217.0,3356.0,1909,650.0,356.0,1318.0,1851,8543,15.59,1992-93,0,0,0,0,0,,34,48,0.415,28  ,25-29,9-21 ,19-22,15-26,0-0 ,1610612744,1315.5832981409696
Houston Rockets,3204,6548,382.0,1050.0,1556,2052,954.0,2445.0,3399.0,2090,666.0,518.0,1228.0,1613,8346,15.72,1992-93,1,1,0,0,0,4.0,55,27,0.671,7   ,36-18,19-7 ,31-10,24-17,0-0 ,1610612745,1524.0769073697786
Indiana Pacers,3324,6909,254.0,775.0,1826,2380,1190.0,2410.0,3600.0,2129,608.0,394.0,1193.0,1974,8728,16.22,1992-93,1,0,0,0,0,8.0,41,41,0.5,19  ,27-29,11-17,27-14,14-27,0-0 ,1610612754,1438.1393999753684
Los Angeles Clippers,3304,6782,116.0,435.0,1428,2007,1113.0,2216.0,3329.0,2064,758.0,456.0,1209.0,1709,8152,16.23,1992-93,1,0,0,0,0,7.0,41,41,0.5,21  ,27-27,15-15,27-14,14-27,0-0 ,1610612746,1422.2916142601375
Los Angeles Lakers,3198,6738,185.0,611.0,1663,2193,1045.0,2176.0,3221.0,1943,742.0,411.0,1138.0,1650,8244,14.66,1992-93,1,0,0,0,0,8.0,39,43,0.476,23  ,26-28,13-17,20-21,19-22,0-0 ,1610612747,1360.051275956344
Miami Heat,3016,6587,323.0,914.0,1781,2302,1087.0,2270.0,3357.0,1658,592.0,322.0,1167.0,1890,8136,14.17,1992-93,0,0,0,0,0,,36,46,0.439,24  ,22-34,9-19 ,26-15,10-31,0-0 ,1610612748,1378.1591621159987
Milwaukee Bucks,3153,6661,308.0,927.0,1424,1927,967.0,1967.0,2934.0,2041,839.0,373.0,1271.0,1902,8038,13.65,1992-93,0,0,0,0,0,,28,54,0.341,32  ,20-36,10-18,18-23,10-31,0-0 ,1610612749,1228.029722644094
Minnesota Timberwolves,3016,6461,163.0,563.0,1786,2235,935.0,2198.0,3133.0,1985,644.0,455.0,1347.0,2009,7981,12.48,1992-93,0,0,0,0,0,,19,63,0.232,43  ,14-40,10-16,11-30,8-33 ,0-0 ,1610612750,1161.6773074837204
New York Knicks,3190,6847,191.0,596.0,1703,2295,1141.0,2644.0,3785.0,2117,676.0,371.0,1255.0,2087,8274,15.16,1992-93,1,1,1,0,0,3.0,60,22,0.732,--  ,42-14,23-5 ,37-4 ,23-18,0-0 ,1610612752,1617.3372725326903
Oklahoma City Thunder,3294,6765,216.0,602.0,1641,2145,1162.0,2110.0,3272.0,1855,907.0,367.0,1160.0,1836,8445,16.17,1992-93,0,0,0,0,0,9.0,55,27,0.671,7   ,38-16,22-8 ,33-8 ,22-19,0-0 ,1610612760,1522.0523882025896
Orlando Magic,3116,6415,311.0,861.0,1742,2396,990.0,2465.0,3455.0,1867,509.0,447.0,1306.0,1793,8285,14.43,1992-93,0,0,0,0,0,,41,41,0.5,19  ,27-29,15-13,27-14,14-27,0-0 ,1610612753,1407.2606293848737
Philadelphia 76ers,3114,6847,326.0,921.0,1716,2160,1008.0,2371.0,3379.0,2015,657.0,558.0,1271.0,1541,8270,14.65,1992-93,0,0,0,0,0,,26,56,0.317,34  ,18-38,11-17,15-26,11-30,0-0 ,1610612755,1241.8927954036974
Phoenix Suns,3403,6890,398.0,1093.0,1860,2453,1096.0,2419.0,3515.0,2056,730.0,439.0,1274.0,1659,9064,17.12,1992-93,1,1,1,1,0,4.0,62,20,0.756,--  ,40-14,21-9 ,35-6 ,27-14,0-0 ,1610612756,1564.4517985966536
Portland Trail Blazers,3159,6828,250.0,746.0,1800,2410,1136.0,2391.0,3527.0,1922,742.0,418.0,1112.0,1765,8368,16.51,1992-93,1,0,0,0,0,4.0,51,31,0.622,11  ,36-18,19-11,30-11,21-20,0-0 ,1610612757,1437.535786671932
Sacramento Kings,3249,7025,258.0,772.0,1780,2331,1076.0,2198.0,3274.0,2031,749.0,342.0,1300.0,2021,8536,15.0,1992-93,0,0,0,0,0,,25,57,0.305,37  ,18-36,6-24 ,16-25,9-32 ,0-0 ,1610612758,1208.8770479900286
San Antonio Spurs,3221,6534,230.0,665.0,1725,2249,875.0,2436.0,3311.0,1967,561.0,504.0,1152.0,1740,8397,14.49,1992-93,1,1,0,0,0,10.0,49,33,0.598,13  ,32-22,17-9 ,31-10,18-23,0-0 ,1610612759,1460.6216416907523
Utah Jazz,3204,6528,128.0,396.0,1808,2341,966.0,2351.0,3317.0,2105,711.0,311.0,1161.0,1805,8344,15.03,1992-93,1,0,0,0,0,6.0,47,35,0.573,15  ,29-25,16-10,28-13,19-22,0-0 ,1610612762,1421.5000947729695
Washington Wizards,3239,6935,172.0,573.0,1548,2067,992.0,2254.0,3246.0,2083,666.0,347.0,1247.0,1735,8198,14.38,1992-93,0,0,0,0,0,,22,60,0.268,38  ,14-42,7-21 ,15-26,7-34 ,0-0 ,1610612764,1190.30185546477
Atlanta Hawks,3409,7267,201.0,638.0,1487,2038,1263.0,2457.0,3720.0,2085,775.0,315.0,1191.0,1730,8506,16.03,1991-92,0,0,0,0,0,,38,44,0.463,29  ,23-33,7-21 ,23-18,15-26,0-0 ,1610612737,1353.120185961374
Boston Celtics,3388,6845,109.0,345.0,1470,1817,1065.0,2461.0,3526.0,1879,603.0,451.0,1061.0,1576,8355,16.79,1991-92,1,1,0,0,0,4.0,51,31,0.622,16  ,35-21,19-9 ,34-7 ,17-24,0-0 ,1610612738,1582.7022935287914
Brooklyn Nets,3386,7379,214.0,633.0,1445,1971,1472.0,2334.0,3806.0,1907,721.0,610.0,1322.0,1771,8431,15.38,1991-92,0,0,0,0,0,6.0,40,42,0.488,27  ,29-27,15-13,25-16,15-26,0-0 ,1610612751,1437.796597493382
Charlotte Hornets,3475,7233,115.0,361.0,1582,2087,1110.0,2250.0,3360.0,2170,776.0,290.0,1166.0,1746,8647,15.23,1991-92,0,0,0,0,0,,31,51,0.378,36  ,21-35,10-18,22-19,9-32 ,0-0 ,1610612766,1299.531714057909
Chicago Bulls,3630,7133,137.0,450.0,1581,2124,1169.0,2432.0,3601.0,2267,671.0,480.0,1039.0,1679,8978,15.56,1991-92,1,1,1,1,1,4.0,67,15,0.817,--  ,47-9 ,22-6 ,36-5 ,31-10,0-0 ,1610612741,1687.088444555243
Cleveland Cavaliers,3368,6877,252.0,696.0,1782,2209,1023.0,2420.0,3443.0,2228,600.0,618.0,1014.0,1521,8770,16.16,1991-92,1,1,1,0,0,9.0,57,25,0.695,10  ,42-14,21-7 ,35-6 ,22-19,0-0 ,1610612739,1585.5995153021547
Dallas Mavericks,3008,6844,259.0,761.0,1456,1939,1164.0,2352.0,3516.0,1526,497.0,336.0,1106.0,1734,7731,13.46,1991-92,0,0,0,0,0,,22,60,0.268,35  ,15-39,11-15,15-26,7-34 ,0-0 ,1610612742,1190.9480636106289
Denver Nuggets,3173,7161,124.0,398.0,1469,1987,1264.0,2212.0,3476.0,1501,745.0,439.0,1340.0,1873,7939,13.52,1991-92,0,0,0,0,0,,24,58,0.293,33  ,14-40,8-18 ,18-23,6-35 ,0-0 ,1610612743,1143.4848970234284
Detroit Pistons,3036,6498,154.0,485.0,1505,2016,1144.0,2302.0,3446.0,1821,512.0,323.0,1106.0,1493,7731,14.28,1991-92,1,0,0,0,0,5.0,48,34,0.585,19  ,31-25,15-13,25-16,23-18,0-0 ,1610612765,1460.1454524378291
Golden State Warriors,3638,7145,252.0,751.0,1880,2492,1070.0,2193.0,3263.0,2003,822.0,342.0,1264.0,1846,9408,16.92,1991-92,1,0,0,0,0,3.0,55,27,0.671,2   ,36-18,19-11,31-10,24-17,0-0 ,1610612744,1504.606438522704
Houston Rockets,3146,6591,321.0,928.0,1431,1928,1013.0,2370.0,3383.0,2008,633.0,567.0,1281.0,1685,8044,13.84,1991-92,0,0,0,0,0,,42,40,0.512,15  ,26-28,12-14,28-13,14-27,0-0 ,1610612745,1373.709435714129
Indiana Pacers,3414,6875,331.0,930.0,1847,2322,1051.0,2519.0,3570.0,2350,688.0,386.0,1336.0,2085,9006,16.19,1991-92,1,0,0,0,0,7.0,40,42,0.488,27  ,27-29,13-15,26-15,14-27,0-0 ,1610612754,1413.938797925514
Los Angeles Clippers,3222,6753,133.0,460.0,1537,2123,1085.0,2322.0,3407.0,1976,776.0,479.0,1173.0,1756,8114,15.24,1991-92,1,0,0,0,0,7.0,45,37,0.549,12  ,29-25,13-17,29-12,16-25,0-0 ,1610612746,1464.6741448563344
Los Angeles Lakers,3016,6555,116.0,423.0,1680,2174,1077.0,2038.0,3115.0,1670,717.0,376.0,947.0,1349,7828,14.17,1991-92,1,0,0,0,0,8.0,43,39,0.524,14  ,27-27,13-17,24-17,19-22,0-0 ,1610612747,1401.7156204706405
Miami Heat,3153,6847,254.0,734.0,1788,2255,1150.0,2292.0,3442.0,1688,648.0,344.0,1276.0,1713,8348,13.91,1991-92,1,0,0,0,0,8.0,38,44,0.463,29  ,27-29,14-14,28-13,10-31,0-0 ,1610612748,1344.5308854189518
Milwaukee Bucks,3265,7064,348.0,956.0,1571,2071,1277.0,2142.0,3419.0,1933,846.0,315.0,1260.0,1848,8449,14.59,1991-92,0,0,0,0,0,,31,51,0.378,36  ,22-34,10-18,25-16,6-35 ,0-0 ,1610612749,1231.022076122935
Minnesota Timberwolves,3179,6921,120.0,372.0,1274,1712,1062.0,1994.0,3056.0,1923,573.0,502.0,1021.0,1724,7752,13.56,1991-92,0,0,0,0,0,,15,67,0.183,42  ,11-43,9-17 ,9-32 ,6-35 ,0-0 ,1610612750,1159.684645300577
New York Knicks,3249,6778,190.0,590.0,1471,2002,1154.0,2426.0,3580.0,2104,623.0,369.0,1179.0,1841,8159,15.19,1991-92,1,1,0,0,0,8.0,51,31,0.622,16  ,34-22,20-8 ,30-11,21-20,0-0 ,1610612752,1511.9626297004402
Oklahoma City Thunder,3208,6706,192.0,597.0,1656,2107,1198.0,2129.0,3327.0,1766,737.0,429.0,1184.0,1787,8264,15.58,1991-92,0,0,0,0,0,12.0,47,35,0.573,10  ,34-20,16-14,28-13,19-22,0-0 ,1610612760,1507.207183689363
Orlando Magic,3210,7071,197.0,604.0,1690,2263,1169.0,2323.0,3492.0,1778,639.0,367.0,1340.0,1962,8307,13.91,1991-92,0,0,0,0,0,,21,61,0.256,46  ,16-40,8-20 ,13-28,8-33 ,0-0 ,1610612753,1215.2752027971142
Philadelphia 76ers,3034,6366,208.0,625.0,1692,2170,1013.0,2194.0,3207.0,1677,645.0,467.0,1095.0,1426,7968,13.38,1991-92,0,0,0,0,0,,35,47,0.427,32  ,23-33,15-13,23-18,12-29,0-0 ,1610612755,1300.768807345696
Phoenix Suns,3441,6977,226.0,590.0,1809,2325,1055.0,2451.0,3506.0,2106,645.0,564.0,1154.0,1748,8917,16.78,1991-92,1,1,0,0,0,8.0,53,29,0.646,4   ,34-20,17-13,36-5 ,17-24,0-0 ,1610612756,1528.606933078642
Portland Trail Blazers,3400,7167,322.0,928.0,1812,2403,1249.0,2462.0,3711.0,1989,728.0,379.0,1264.0,1906,8934,16.47,1991-92,1,1,1,1,0,4.0,57,25,0.695,--  ,37-17,21-9 ,33-8 ,24-17,0-0 ,1610612757,1606.1334737326592
Sacramento Kings,3265,6991,237.0,665.0,1589,2123,984.0,2251.0,3235.0,1927,712.0,581.0,1300.0,1661,8356,14.64,1991-92,0,0,0,0,0,,29,53,0.354,28  ,17-37,6-24 ,21-20,8-33 ,0-0 ,1610612758,1340.6141658162312
San Antonio Spurs,3173,6665,98.0,349.0,1588,2149,1185.0,2415.0,3600.0,1801,654.0,592.0,1172.0,1626,8032,14.82,1991-92,1,0,0,0,0,5.0,47,35,0.573,10  ,34-20,18-8 ,31-10,16-25,0-0 ,1610612759,1382.1829230297376
Utah Jazz,3199,6417,140.0,401.0,1835,2324,1024.0,2406.0,3430.0,2055,671.0,422.0,1152.0,1607,8373,15.67,1991-92,1,1,1,0,0,6.0,55,27,0.671,2   ,37-17,20-6 ,37-4 ,18-23,0-0 ,1610612762,1569.1417531879536
Washington Wizards,3339,7226,144.0,526.0,1507,1938,1055.0,2309.0,3364.0,1998,706.0,414.0,1197.0,1826,8329,13.94,1991-92,0,0,0,0,0,,25,57,0.305,42  ,15-41,7-21 ,14-27,11-30,0-0 ,1610612764,1203.8077193196384
Atlanta Hawks,3326,7150,271.0,834.0,2018,2513,1218.0,2389.0,3607.0,1853,724.0,372.0,1190.0,1750,8941,15.96,1990-91,1,0,0,0,0,6.0,43,39,0.524,18  ,26-28,11-19,29-12,14-27,0-0 ,1610612737,1386.3610042394362
Boston Celtics,3556,6907,103.0,320.0,1593,1925,1044.0,2615.0,3659.0,2092,661.0,531.0,1233.0,1602,8808,18.66,1990-91,1,1,0,0,0,4.0,56,26,0.683,5   ,35-19,20-6 ,35-6 ,21-20,0-0 ,1610612738,1420.1896011465387
Brooklyn Nets,3210,7234,158.0,569.0,1603,2172,1372.0,2264.0,3636.0,1685,698.0,594.0,1334.0,1859,8181,14.3,1990-91,0,0,0,0,0,,26,56,0.317,35  ,18-36,8-18 ,20-21,6-35 ,0-0 ,1610612751,1233.527034970284
Charlotte Hornets,3167,6758,128.0,399.0,1676,2143,941.0,2062.0,3003.0,1976,725.0,281.0,1192.0,1789,8138,14.51,1990-91,0,0,0,0,0,,26,56,0.317,35  ,17-37,8-22 ,17-24,9-32 ,0-0 ,1610612766,1271.5602679897338
Chicago Bulls,3579,7021,154.0,422.0,1585,2083,1106.0,2286.0,3392.0,2196,810.0,425.0,1125.0,1700,8897,15.97,1990-91,1,1,1,1,0,4.0,61,21,0.744,--  ,42-12,25-5 ,35-6 ,26-15,0-0 ,1610612741,1711.520026340242
Cleveland Cavaliers,3191,6662,160.0,478.0,1613,2100,963.0,2284.0,3247.0,2201,631.0,445.0,1216.0,1592,8155,15.01,1990-91,0,0,0,0,0,,33,49,0.402,28  ,23-31,11-19,23-18,10-31,0-0 ,1610612739,1376.582568091665
Dallas Mavericks,3102,6610,177.0,555.0,1447,1900,934.0,2264.0,3198.0,1767,558.0,376.0,1099.0,1769,7828,13.25,1990-91,0,0,0,0,0,,28,54,0.341,35  ,17-39,7-21 ,20-21,8-33 ,0-0 ,1610612742,1271.1599753558123
Denver Nuggets,3627,8236,283.0,985.0,1588,2074,1416.0,2367.0,3783.0,1710,784.0,390.0,1173.0,2004,9125,16.87,1990-91,0,0,0,0,0,,20,62,0.244,43  ,12-44,8-20 ,17-24,3-38 ,0-0 ,1610612743,1174.491146301962
Detroit Pistons,3053,6551,117.0,393.0,1615,2124,1158.0,2341.0,3499.0,1708,455.0,341.0,1061.0,1716,7838,14.94,1990-91,1,1,1,0,0,9.0,50,32,0.61,11  ,33-21,19-11,32-9 ,18-23,0-0 ,1610612765,1446.8466067969696
Golden State Warriors,3458,7090,267.0,791.0,2100,2664,1031.0,2183.0,3214.0,1898,777.0,367.0,1277.0,2026,9283,14.58,1990-91,1,1,0,0,0,14.0,44,38,0.537,19  ,28-28,13-15,30-11,14-27,0-0 ,1610612744,1465.0042867052289
Houston Rockets,3238,6866,310.0,957.0,1548,2083,1186.0,2342.0,3528.0,1851,760.0,382.0,1273.0,1742,8334,14.92,1990-91,1,0,0,0,0,6.0,52,30,0.634,11  ,33-23,20-8 ,31-10,21-20,0-0 ,1610612745,1491.5216682208695
Indiana Pacers,3411,6908,249.0,744.0,2006,2473,1012.0,2345.0,3357.0,2156,648.0,353.0,1317.0,2075,9077,15.76,1990-91,1,0,0,0,0,7.0,41,41,0.5,20  ,27-27,15-15,29-12,12-29,0-0 ,1610612754,1418.49876208199
Los Angeles Clippers,3337,7191,113.0,433.0,1561,2192,1195.0,2409.0,3604.0,2106,719.0,495.0,1361.0,1938,8348,14.72,1990-91,0,0,0,0,0,,31,51,0.378,32  ,26-30,10-18,23-18,8-33 ,0-0 ,1610612746,1321.014567773587
Los Angeles Lakers,3214,6610,211.0,710.0,1744,2169,1019.0,2334.0,3353.0,1950,612.0,344.0,1073.0,1381,8383,15.28,1990-91,1,1,1,1,1,12.0,58,24,0.707,5   ,40-16,19-9 ,33-8 ,25-16,0-0 ,1610612747,1609.4608139648597
Miami Heat,3155,6839,113.0,385.0,1611,2250,1184.0,2217.0,3401.0,1844,725.0,344.0,1463.0,1956,8034,13.5,1990-91,0,0,0,0,0,,24,58,0.293,37  ,15-39,9-17 ,18-23,6-35 ,0-0 ,1610612748,1212.2087360294158
Milwaukee Bucks,3266,6760,251.0,731.0,1753,2172,1035.0,2094.0,3129.0,2052,876.0,320.0,1239.0,1968,8536,15.25,1990-91,1,0,0,0,0,4.0,48,34,0.585,13  ,33-21,16-14,33-8 ,15-26,0-0 ,1610612749,1378.536695617232
Minnesota Timberwolves,3227,7172,108.0,379.0,1508,2046,1232.0,2060.0,3292.0,1880,704.0,429.0,988.0,1796,8070,13.48,1990-91,0,0,0,0,0,,29,53,0.354,34  ,17-39,9-19 ,21-20,8-33 ,0-0 ,1610612750,1318.4231001092594
New York Knicks,3294,6783,184.0,555.0,1646,2138,1050.0,2419.0,3469.0,2152,629.0,417.0,1331.0,1746,8418,14.39,1990-91,1,0,0,0,0,8.0,39,43,0.476,22  ,28-26,17-9 ,21-20,18-23,0-0 ,1610612752,1375.8044169141126
Oklahoma City Thunder,3403,6896,135.0,425.0,1555,2055,1198.0,2122.0,3320.0,2014,842.0,370.0,1328.0,1925,8496,15.68,1990-91,0,0,0,0,0,8.0,41,41,0.5,22  ,27-29,12-16,28-13,13-28,0-0 ,1610612760,1458.1560221566028
Orlando Magic,3238,7106,264.0,742.0,1788,2401,1219.0,2385.0,3604.0,1733,575.0,301.0,1304.0,1915,8528,14.58,1990-91,0,0,0,0,0,,31,51,0.378,32  ,23-33,13-15,24-17,7-34 ,0-0 ,1610612753,1376.1507533008842
Philadelphia 76ers,3179,6639,189.0,590.0,1819,2306,959.0,2414.0,3373.0,1775,662.0,470.0,1147.0,1561,8366,14.76,1990-91,1,1,0,0,0,14.0,44,38,0.537,17  ,32-22,14-12,29-12,15-26,0-0 ,1610612755,1426.7153308252173
Phoenix Suns,3433,6890,132.0,409.0,2010,2608,1092.0,2515.0,3607.0,2166,658.0,519.0,1206.0,1770,9008,16.83,1990-91,1,0,0,0,0,4.0,55,27,0.671,8   ,35-21,17-11,32-9 ,23-18,0-0 ,1610612756,1504.167233208473
Portland Trail Blazers,3403,6987,339.0,895.0,1851,2449,1146.0,2452.0,3598.0,2181,696.0,398.0,1231.0,1873,8996,16.51,1990-91,1,1,1,0,0,3.0,63,19,0.768,--  ,42-14,18-10,36-5 ,27-14,0-0 ,1610612757,1608.3190494745477
Sacramento Kings,2888,6325,197.0,520.0,1446,1961,907.0,2004.0,2911.0,1824,578.0,469.0,1116.0,1849,7419,12.1,1990-91,0,0,0,0,0,,25,57,0.305,38  ,18-38,9-19 ,24-17,1-40 ,0-0 ,1610612758,1280.3304664656062
San Antonio Spurs,3119,6349,64.0,248.0,1747,2271,1042.0,2409.0,3451.0,1998,629.0,517.0,1250.0,1654,8049,14.44,1990-91,1,0,0,0,0,2.0,55,27,0.671,8   ,36-20,20-8 ,33-8 ,22-19,0-0 ,1610612759,1486.278410745529
Utah Jazz,3107,6262,134.0,414.0,1875,2368,792.0,2386.0,3178.0,2162,629.0,442.0,1216.0,1648,8223,14.49,1990-91,1,1,0,0,0,10.0,54,28,0.659,9   ,38-18,21-7 ,36-5 ,18-23,0-0 ,1610612762,1523.278556609779
