NAME,TEAM,SALARY,YEAR
Isaiah Canaan,Milwaukee Bucks,1512601,2020
Dwyane Wade,Miami Heat,1512601,2020
Nigel Williams-Goss,Utah Jazz,1500000,2020
Isaiah Roby,Oklahoma City Thunder,1500000,2020
Alfonzo McKinnie,Cleveland Cavaliers,1500000,2020
Shake Milton,Philadelphia 76ers,1455697,2020
Brad Wanamaker,Boston Celtics,1445697,2020
Thanasis Antetokounmpo,Milwaukee Bucks,1445697,2020
Derrick Walton Jr.,Detroit Pistons,1445697,2020
Theo Pinson,Brooklyn Nets,1445697,2020
Wenyen Gabriel,Portland Trail Blazers,1445697,2020
Iman Shumpert,Brooklyn Nets,1419138,2020
De'Anthony Melton,Memphis Grizzlies,1416852,2020
Gary Trent Jr.,Portland Trail Blazers,1416852,2020
Svi Mykhailiuk,Detroit Pistons,1416852,2020
Alize Johnson,Indiana Pacers,1416852,2020
Kenrich Williams,New Orleans Pelicans,1416852,2020
Deonte Burton,Oklahoma City Thunder,1416852,2020
Keita Bates-Diop,Denver Nuggets,1416852,2020
Chimezie Metu,San Antonio Spurs,1416852,2020
Ryan Broekhoff,Dallas Mavericks,1416852,2020
Melvin Frazier Jr.,Orlando Magic,1416852,2020
Elie Okobo,Phoenix Suns,1416852,2020
Bruce Brown,Detroit Pistons,1416852,2020
Jevon Carter,Phoenix Suns,1416852,2020
Jarred Vanderbilt,Minnesota Timberwolves,1416852,2020
Duncan Robinson,Miami Heat,1416852,2020
Jemerrio Jones,Los Angeles Lakers,1416852,2020
Kendrick Nunn,Miami Heat,1416852,2020
Isaiah Hartenstein,Houston Rockets,1416852,2020
Khyri Thomas,Detroit Pistons,1416852,2020
Hamidou Diallo,Oklahoma City Thunder,1416852,2020
Jalen Brunson,Dallas Mavericks,1416852,2020
Devonte' Graham,Charlotte Hornets,1416852,2020
Dairis Bertans,New Orleans Pelicans,1416852,2020
Yante Maten,Boston Celtics,1416852,2020
Isaac Bonga,Washington Wizards,1416842,2020
Tarik Phillip,Washington Wizards,1416842,2020
Jaylen Nowell,Minnesota Timberwolves,1400000,2020
Bruno Fernando,Atlanta Hawks,1400000,2020
Dakari Johnson,Memphis Grizzlies,1378242,2020
Kyle Collinsworth,Utah Jazz,1378242,2020
Jaylen Morris,San Antonio Spurs,1378242,2020
Brandon Paul,San Antonio Spurs,1378242,2020
Rodney Purvis,Miami Heat,1378242,2020
David Stockton,Los Angeles Lakers,1378242,2020
Zhou Qi,Houston Rockets,1378242,2020
Aaron Jackson,Houston Rockets,1378242,2020
Ike Anigbogu,New Orleans Pelicans,1378242,2020
Carmelo Anthony,Portland Trail Blazers,1364204,2020
Jabari Bird,Atlanta Hawks,1349464,2020
Ben Moore,San Antonio Spurs,1349383,2020
James Nunnally,New Orleans Pelicans,1349383,2020
Kevin Porter Jr.,Cleveland Cavaliers,1290960,2020
Carsen Edwards,Boston Celtics,1228026,2020
Okaro White,Washington Wizards,1187862,2020
Cody Martin,Charlotte Hornets,1173310,2020
Gary Payton II,Washington Wizards,1052909,2020
Nick Young,Denver Nuggets,1042584,2020
Admiral Schofield,Washington Wizards,1000000,2020
Terance Mann,Los Angeles Clippers,1000000,2020
Ron Baker,Washington Wizards,948580,2020
David Nwaba,Brooklyn Nets,903111,2020
Jalen McDaniels,Charlotte Hornets,898310,2020
Dewan Hernandez,Toronto Raptors,898310,2020
Daniel Gafford,Chicago Bulls,898310,2020
Eric Paschall,Golden State Warriors,898310,2020
Stanton Kidd,Utah Jazz,898310,2020
KZ Okpala,Miami Heat,898310,2020
Terence Davis,Toronto Raptors,898310,2020
Ignas Brazdeikis,New York Knicks,898310,2020
Nic Claxton,Brooklyn Nets,898310,2020
Naz Reid,Minnesota Timberwolves,898310,2020
Jalen Lecque,Phoenix Suns,898310,2020
Max Strus,Chicago Bulls,898310,2020
Caleb Martin,Charlotte Hornets,898310,2020
Talen Horton-Tucker,Los Angeles Lakers,898310,2020
Alen Smailagic,Golden State Warriors,898310,2020
Justin Robinson,Washington Wizards,898310,2020
Vlatko Cancar,Denver Nuggets,898310,2020
Matt Thomas,Toronto Raptors,898310,2020
Javonte Green,Boston Celtics,898310,2020
Miye Oni,Utah Jazz,898310,2020
Justin James,Sacramento Kings,898310,2020
Damion Lee,Golden State Warriors,842327,2020
Isaiah Briscoe,Orlando Magic,838464,2020
Juwan Morgan,Utah Jazz,746054,2020
Marquese Chriss,Golden State Warriors,654469,2020
Timothe Luwawu-Cabarrot,Brooklyn Nets,654469,2020
Marvin Williams,Milwaukee Bucks,604278,2020
Michael Kidd-Gilchrist,Dallas Mavericks,595122,2020
Rayjon Tucker,Utah Jazz,578573,2020
Chris Clemons,Houston Rockets,563347,2020
Gary Clark,Orlando Magic,555409,2020
Brandon Goodwin,Atlanta Hawks,522738,2020
Reggie Jackson,Los Angeles Clippers,512721,2020
DeMarre Carroll,Houston Rockets,512721,2020
Anzejs Pasecniks,Washington Wizards,482144,2020
Chris Silva,Miami Heat,466918,2020
Jeff Green,Houston Rockets,439475,2020
Troy Daniels,Denver Nuggets,384541,2020
Dion Waiters,Los Angeles Lakers,375385,2020
Norvel Pelle,Philadelphia 76ers,350189,2020
Ky Bowman,Golden State Warriors,350189,2020
Juan Toscano-Anderson,Golden State Warriors,350189,2020
JR Smith,Los Angeles Lakers,289803,2020
Tyler Zeller,San Antonio Spurs,245686,2020
Jimmer Fredette,Phoenix Suns,208509,2020
Jontay Porter,Memphis Grizzlies,197933,2020
Tyler Johnson,Brooklyn Nets,183115,2020
Anthony Tolliver,Memphis Grizzlies,183115,2020
Luguentz Dort,Oklahoma City Thunder,155647,2020
Stephen Curry,Golden State Warriors,43006362,2021
Chris Paul,Phoenix Suns,41358814,2021
Russell Westbrook,Washington Wizards,41358814,2021
James Harden,Brooklyn Nets,41254920,2021
John Wall,Houston Rockets,41254920,2021
Kevin Durant,Brooklyn Nets,40108950,2021
LeBron James,Los Angeles Lakers,39219565,2021
Paul George,Los Angeles Clippers,35450412,2021
Klay Thompson,Golden State Warriors,35361360,2021
Mike Conley,Utah Jazz,34502130,2021
Kemba Walker,Boston Celtics,34379100,2021
Jimmy Butler,Miami Heat,34379100,2021
Kawhi Leonard,Los Angeles Clippers,34379100,2021
Tobias Harris,Philadelphia 76ers,34358850,2021
Khris Middleton,Milwaukee Bucks,33051724,2021
Anthony Davis,Los Angeles Lakers,32742000,2021
Kyrie Irving,Brooklyn Nets,31742000,2021
Damian Lillard,Portland Trail Blazers,31626953,2021
Kevin Love,Cleveland Cavaliers,31258256,2021
Pascal Siakam,Toronto Raptors,30559200,2021
Ben Simmons,Philadelphia 76ers,30559200,2021
Kyle Lowry,Toronto Raptors,30500000,2021
Steven Adams,New Orleans Pelicans,29592696,2021
Joel Embiid,Philadelphia 76ers,29542010,2021
Andrew Wiggins,Golden State Warriors,29542010,2021
Nikola Jokic,Denver Nuggets,29542010,2021
Devin Booker,Phoenix Suns,29467800,2021
Karl-Anthony Towns,Minnesota Timberwolves,29467800,2021
Kristaps Porzingis,Dallas Mavericks,29467800,2021
CJ McCollum,Portland Trail Blazers,29354152,2021
Bradley Beal,Washington Wizards,28751775,2021
D'Angelo Russell,Minnesota Timberwolves,28649250,2021
Gordon Hayward,Charlotte Hornets,28500000,2021
Otto Porter Jr.,Orlando Magic,28489237,2021
DeMar DeRozan,San Antonio Spurs,27739975,2021
Giannis Antetokounmpo,Milwaukee Bucks,27528090,2021
Rudy Gobert,Utah Jazz,27525281,2021
Al Horford,Oklahoma City Thunder,27500000,2021
Jamal Murray,Denver Nuggets,27285000,2021
Brandon Ingram,New Orleans Pelicans,27285000,2021
Jrue Holiday,Milwaukee Bucks,26231111,2021
Nikola Vucevic,Chicago Bulls,26000000,2021
Chandler Parsons,Atlanta Hawks,25102511,2021
Buddy Hield,Sacramento Kings,24701834,2021
LaMarcus Aldridge,Brooklyn Nets,24000000,2021
Jaylen Brown,Boston Celtics,23735118,2021
Draymond Green,Golden State Warriors,22246956,2021
Harrison Barnes,Sacramento Kings,22215909,2021
Fred VanVleet,Toronto Raptors,21250000,2021
Victor Oladipo,Miami Heat,21000000,2021
Malcolm Brogdon,Indiana Pacers,20700000,2021
Domantas Sabonis,Indiana Pacers,19800000,2021
Gary Harris,Orlando Magic,19610714,2021
Zach LaVine,Chicago Bulls,19500000,2021
Danilo Gallinari,Atlanta Hawks,19500000,2021
Jerami Grant,Detroit Pistons,19050000,2021
Tim Hardaway Jr.,Dallas Mavericks,18975000,2021
Terry Rozier,Charlotte Hornets,18900000,2021
Julius Randle,New York Knicks,18900000,2021
Allen Crabbe,Minnesota Timberwolves,18500000,2021
Aaron Gordon,Denver Nuggets,18136364,2021
Goran Dragic,Miami Heat,18000000,2021
Myles Turner,Indiana Pacers,18000000,2021
Bogdan Bogdanovic,Atlanta Hawks,18000000,2021
Bojan Bogdanovic,Utah Jazz,17850000,2021
Evan Fournier,Boston Celtics,17150000,2021
Ricky Rubio,Minnesota Timberwolves,17000000,2021
Eric Bledsoe,New Orleans Pelicans,16875000,2021
Eric Gordon,Houston Rockets,16869276,2021
Timofey Mozgov,Orlando Magic,16720000,2021
Caris LeVert,Indiana Pacers,16203704,2021
Joe Harris,Brooklyn Nets,16071429,2021
James Johnson,New Orleans Pelicans,16047100,2021
Dennis Schroder,Los Angeles Lakers,16000000,2021
Clint Capela,Atlanta Hawks,16000000,2021
Cody Zeller,Charlotte Hornets,15415730,2021
Danny Green,Philadelphia 76ers,15365853,2021
Davis Bertans,Washington Wizards,15000000,2021
Andre Iguodala,Miami Heat,15000000,2021
Jonas Valanciunas,Memphis Grizzlies,15000000,2021
Marcus Morris Sr.,Los Angeles Clippers,14888721,2021
Luke Babbitt,Miami Heat,14651700,2021
Rudy Gay,San Antonio Spurs,14500000,2021
Kelly Oubre Jr.,Golden State Warriors,14375000,2021
Dejounte Murray,San Antonio Spurs,14286000,2021
Will Barton,Denver Nuggets,13723214,2021
Marcin Gortat,Los Angeles Clippers,13565218,2021
Thaddeus Young,Chicago Bulls,13545000,2021
Patty Mills,San Antonio Spurs,13535714,2021
Terrence Ross,Orlando Magic,13500000,2021
Marcus Smart,Boston Celtics,13446428,2021
Malik Beasley,Minnesota Timberwolves,13425895,2021
Patrick Beverley,Los Angeles Clippers,13333333,2021
Christian Wood,Houston Rockets,13015873,2021
JJ Redick,Dallas Mavericks,13013700,2021
Justise Winslow,Memphis Grizzlies,13000000,2021
Jusuf Nurkic,Portland Trail Blazers,12888889,2021
Trevor Ariza,Miami Heat,12800000,2021
Courtney Lee,Dallas Mavericks,12759670,2021
Brook Lopez,Milwaukee Bucks,12697674,2021
Cory Joseph,Detroit Pistons,12600000,2021
Kelly Olynyk,Houston Rockets,12598243,2021
Miles Plumlee,Memphis Grizzlies,12500000,2021
Nikola Mirotic,Milwaukee Bucks,12500000,2021
T.J. Warren,Indiana Pacers,12500000,2021
Tyreke Evans,Indiana Pacers,12400000,2021
Markelle Fultz,Orlando Magic,12288697,2021
Taurean Prince,Cleveland Cavaliers,12250000,2021
Tony Snell,Atlanta Hawks,12178571,2021
Robert Covington,Portland Trail Blazers,12138345,2021
Kentavious Caldwell-Pope,Los Angeles Lakers,12073020,2021
Larry Nance Jr.,Cleveland Cavaliers,11709091,2021
Zach Randolph,Dallas Mavericks,11692308,2021
Jordan Clarkson,Utah Jazz,11500000,2021
Spencer Dinwiddie,Brooklyn Nets,11454048,2021
Dillon Brooks,Memphis Grizzlies,11400000,2021
Omer Asik,Chicago Bulls,11286516,2021
Dwight Powell,Dallas Mavericks,11080125,2021
Lonzo Ball,New Orleans Pelicans,11003782,2021
Norman Powell,Portland Trail Blazers,10865952,2021
Josh Richardson,Dallas Mavericks,10865952,2021
Joe Ingles,Utah Jazz,10863637,2021
Jeremy Lamb,Indiana Pacers,10500000,2021
DeAndre Jordan,Brooklyn Nets,10375678,2021
Zion Williamson,New Orleans Pelicans,10245480,2021
Rodney Hood,Toronto Raptors,10047450,2021
Tomas Satoransky,Chicago Bulls,10000000,2021
Darren Collison,Los Angeles Lakers,10000000,2021
Jayson Tatum,Boston Celtics,9897120,2021
Anthony Edwards,Minnesota Timberwolves,9757440,2021
Al-Farouq Aminu,Chicago Bulls,9720900,2021
Dante Exum,Cleveland Cavaliers,9600000,2021
George Hill,Philadelphia 76ers,9590602,2021
De'Anthony Melton,Memphis Grizzlies,9571712,2021
Deandre Ayton,Phoenix Suns,9562920,2021
Kyle Anderson,Memphis Grizzlies,9505100,2021
Meyers Leonard,Miami Heat,9400000,2021
Montrezl Harrell,Los Angeles Lakers,9258000,2021
Derrick Favors,Utah Jazz,9258000,2021
Jae Crowder,Phoenix Suns,9258000,2021
Serge Ibaka,Los Angeles Clippers,9258000,2021
Tristan Thompson,Boston Celtics,9258000,2021
Derrick Jones Jr.,Portland Trail Blazers,9258000,2021
Dario Saric,Phoenix Suns,9250000,2021
Ja Morant,Memphis Grizzlies,9166800,2021
Delon Wright,Sacramento Kings,9000000,2021
Marvin Bagley III,Sacramento Kings,8963640,2021
Cedi Osman,Cleveland Cavaliers,8840580,2021
Tyus Jones,Memphis Grizzlies,8817143,2021
James Wiseman,Golden State Warriors,8730240,2021
Royce O'Neale,Utah Jazz,8500000,2021
Thomas Bryant,Washington Wizards,8333333,2021
C.J. Miles,Boston Celtics,8333333,2021
Maxi Kleber,Dallas Mavericks,8325000,2021
RJ Barrett,New York Knicks,8231760,2021
Jakob Poeltl,San Antonio Spurs,8101852,2021
De'Aaron Fox,Sacramento Kings,8099627,2021
Luka Doncic,Dallas Mavericks,8049360,2021
Mason Plumlee,Detroit Pistons,8000000,2021
Lou Williams,Atlanta Hawks,8000000,2021
P.J. Tucker,Milwaukee Bucks,7969537,2021
LaMelo Ball,Charlotte Hornets,7839960,2021
Seth Curry,Philadelphia 76ers,7834449,2021
Derrick Rose,New York Knicks,7682927,2021
Cristiano Felicio,Chicago Bulls,7529020,2021
Rajon Rondo,Los Angeles Clippers,7500000,2021
Darrell Arthur,Brooklyn Nets,7464912,2021
De'Andre Hunter,Atlanta Hawks,7422000,2021
Jonathan Isaac,Orlando Magic,7362566,2021
Doug McDermott,Indiana Pacers,7333333,2021
Robin Lopez,Washington Wizards,7300000,2021
Jaren Jackson Jr.,Memphis Grizzlies,7257360,2021
JaMychal Green,Denver Nuggets,7199760,2021
Patrick Williams,Chicago Bulls,7068360,2021
Aron Baynes,Toronto Raptors,7000000,2021
Darius Miller,Oklahoma City Thunder,7000000,2021
Ivica Zubac,Los Angeles Clippers,7000000,2021
Chris Boucher,Toronto Raptors,6750000,2021
Lauri Markkanen,Chicago Bulls,6731508,2021
Darius Garland,Cleveland Cavaliers,6720720,2021
D.J. Augustin,Houston Rockets,6666667,2021
Trae Young,Atlanta Hawks,6571800,2021
Juancho Hernangomez,Minnesota Timberwolves,6493000,2021
Isaac Okoro,Cleveland Cavaliers,6400920,2021
Milos Teodosic,Los Angeles Clippers,6300000,2021
Frank Ntilikina,New York Knicks,6176578,2021
Wesley Johnson,Washington Wizards,6134520,2021
Jarrett Culver,Minnesota Timberwolves,6104280,2021
Ish Smith,Washington Wizards,6000000,2021
Alec Burks,New York Knicks,6000000,2021
Mo Bamba,Orlando Magic,5969040,2021
Onyeka Okongwu,Atlanta Hawks,5813640,2021
Justin Holiday,Indiana Pacers,5720000,2021
Jonathon Simmons,Washington Wizards,5700000,2021
Dennis Smith Jr.,Detroit Pistons,5686677,2021
Avery Bradley,Houston Rockets,5635000,2021
Coby White,Chicago Bulls,5572680,2021
Trey Lyles,San Antonio Spurs,5500000,2021
Alex Abrines,Oklahoma City Thunder,5455236,2021
Jason Smith,New Orleans Pelicans,5450000,2021
Wendell Carter Jr.,Orlando Magic,5448840,2021
Zach Collins,San Antonio Spurs,5406255,2021
Malik Monk,Charlotte Hornets,5345687,2021
Killian Hayes,Detroit Pistons,5307120,2021
Alexis Ajinca,Los Angeles Clippers,5285394,2021
Luke Kennard,Los Angeles Clippers,5273826,2021
Donovan Mitchell,Utah Jazz,5195501,2021
Rodney McGruder,Detroit Pistons,5192307,2021
Bam Adebayo,Miami Heat,5115492,2021
Jaxson Hayes,New Orleans Pelicans,5105160,2021
Richaun Holmes,Sacramento Kings,5005350,2021
Mike Scott,Philadelphia 76ers,5005350,2021
Ed Davis,Minnesota Timberwolves,5005350,2021
Enes Freedom,Portland Trail Blazers,5005350,2021
Elfrid Payton,New York Knicks,5000000,2021
Nerlens Noel,New York Knicks,5000000,2021
Daniel Theis,Chicago Bulls,5000000,2021
Dirk Nowitzki,Dallas Mavericks,5000000,2021
Kyle Singler,Oklahoma City Thunder,4996000,2021
Collin Sexton,Cleveland Cavaliers,4991880,2021
Pat Connaughton,Milwaukee Bucks,4938272,2021
Obi Toppin,New York Knicks,4862040,2021
Kris Dunn,Atlanta Hawks,4767000,2021
Josh Jackson,Detroit Pistons,4767000,2021
Garrett Temple,Chicago Bulls,4767000,2021
Rui Hachimura,Washington Wizards,4692840,2021
Denzel Valentine,Chicago Bulls,4642800,2021
Kevin Knox II,New York Knicks,4588680,2021
D.J. Wilson,Houston Rockets,4548280,2021
Deni Avdija,Washington Wizards,4469160,2021
Kevon Looney,Golden State Warriors,4464226,2021
Cam Reddish,Atlanta Hawks,4458000,2021
T.J. Leaf,Portland Trail Blazers,4326825,2021
Jalen Smith,Phoenix Suns,4245720,2021
JaVale McGee,Denver Nuggets,4200000,2021
Reggie Bullock,New York Knicks,4200000,2021
Mikal Bridges,Phoenix Suns,4161000,2021
Shai Gilgeous-Alexander,Oklahoma City Thunder,4141320,2021
John Collins,Atlanta Hawks,4137302,2021
Nicolo Melli,Dallas Mavericks,4102564,2021
Willie Cauley-Stein,Dallas Mavericks,4100000,2021
Devin Vassell,San Antonio Spurs,4033440,2021
Cameron Johnson,Phoenix Suns,4033440,2021
P.J. Washington,Charlotte Hornets,4023600,2021
Patrick McCaw,Toronto Raptors,4000000,2021
Dorian Finney-Smith,Dallas Mavericks,4000000,2021
Terrance Ferguson,Philadelphia 76ers,3944013,2021
Miles Bridges,Charlotte Hornets,3934320,2021
Jevon Carter,Phoenix Suns,3925000,2021
Jarrett Allen,Cleveland Cavaliers,3909902,2021
OG Anunoby,Toronto Raptors,3872215,2021
Gabriel Deck,Oklahoma City Thunder,3870370,2021
Tyrese Haliburton,Sacramento Kings,3831840,2021
Stanley Johnson,Toronto Raptors,3804150,2021
Jake Layman,Minnesota Timberwolves,3761085,2021
Jerome Robinson,Washington Wizards,3737520,2021
Danuel House Jr.,Houston Rockets,3717000,2021
Kira Lewis Jr.,New Orleans Pelicans,3640200,2021
Romeo Langford,Boston Celtics,3631200,2021
Maurice Harkless,Sacramento Kings,3623000,2021
Bobby Portis,Milwaukee Bucks,3623000,2021
Wesley Matthews,Los Angeles Lakers,3623000,2021
Kyle Kuzma,Los Angeles Lakers,3562178,2021
Allonzo Trier,New York Knicks,3551000,2021
Michael Porter Jr.,Denver Nuggets,3550800,2021
Tony Bradley,Oklahoma City Thunder,3542060,2021
Derrick White,San Antonio Spurs,3516284,2021
Bismack Biyombo,Charlotte Hornets,3500000,2021
Luca Vildoza,New York Knicks,3500000,2021
Michael Beasley,Brooklyn Nets,3500000,2021
T.J. McConnell,Indiana Pacers,3500000,2021
Boban Marjanovic,Dallas Mavericks,3500000,2021
Josh Hart,New Orleans Pelicans,3491159,2021
Aaron Nesmith,Boston Celtics,3458400,2021
Sekou Doumbouya,Detroit Pistons,3449400,2021
Michael Carter-Williams,Orlando Magic,3300000,2021
James Ennis III,Orlando Magic,3300000,2021
Cole Anthony,Orlando Magic,3285120,2021
Troy Brown Jr.,Chicago Bulls,3219480,2021
Facundo Campazzo,Denver Nuggets,3200000,2021
Chuma Okeke,Orlando Magic,3121080,2021
Isaiah Stewart,Detroit Pistons,3121080,2021
Nickeil Alexander-Walker,New Orleans Pelicans,3113160,2021
Patrick Patterson,Los Angeles Clippers,3077704,2021
Donte DiVincenzo,Milwaukee Bucks,3044160,2021
Khem Birch,Toronto Raptors,3000000,2021
Ryan Arcidiacono,Chicago Bulls,3000000,2021
Trey Burke,Dallas Mavericks,3000000,2021
Aleksej Pokusevski,Oklahoma City Thunder,2964840,2021
Goga Bitadze,Indiana Pacers,2957520,2021
Lonnie Walker IV,San Antonio Spurs,2892000,2021
Luka Samanic,San Antonio Spurs,2892000,2021
Josh Green,Dallas Mavericks,2816760,2021
Kevin Huerter,Atlanta Hawks,2761920,2021
Alex Caruso,Los Angeles Lakers,2750000,2021
Matisse Thybulle,Philadelphia 76ers,2711280,2021
Saddiq Bey,Detroit Pistons,2689920,2021
Josh Okogie,Minnesota Timberwolves,2651040,2021
Marko Guduric,Memphis Grizzlies,2625000,2021
Vincent Poirier,Philadelphia 76ers,2619207,2021
Brandon Clarke,Memphis Grizzlies,2602920,2021
Precious Achiuwa,Miami Heat,2582160,2021
Tyler Herro,Miami Heat,2582160,2021
Marc Gasol,Los Angeles Lakers,2564753,2021
Nene Hilario,Atlanta Hawks,2564753,2021
Grayson Allen,Memphis Grizzlies,2545320,2021
Manu Ginobili,San Antonio Spurs,2500000,2021
Grant Williams,Boston Celtics,2498760,2021
Tyrese Maxey,Philadelphia 76ers,2478840,2021
Emeka Okafor,Philadelphia 76ers,2445085,2021
Kendrick Perkins,Cleveland Cavaliers,2445085,2021
Chandler Hutchison,Washington Wizards,2443440,2021
Tyler Zeller,Atlanta Hawks,2436046,2021
Aaron Holiday,Indiana Pacers,2345640,2021
Darius Bazley,Oklahoma City Thunder,2339160,2021
Bryn Forbes,Milwaukee Bucks,2337145,2021
Ty Jerome,Oklahoma City Thunder,2303040,2021
Zeke Nnaji,Denver Nuggets,2284800,2021
Mike Muscala,Oklahoma City Thunder,2283034,2021
Ben McLemore,Los Angeles Lakers,2283034,2021
Anfernee Simons,Portland Trail Blazers,2252040,2021
Brad Wanamaker,Charlotte Hornets,2250000,2021
Luke Kornet,Boston Celtics,2250000,2021
Brandon Jennings,Milwaukee Bucks,2222803,2021
Nassir Little,Portland Trail Blazers,2210640,2021
Payton Pritchard,Boston Celtics,2193480,2021
R.J. Hampton,Orlando Magic,2193040,2021
Edmond Sumner,Indiana Pacers,2160000,2021
Dylan Windler,Cleveland Cavaliers,2137440,2021
Immanuel Quickley,New York Knicks,2105520,2021
John Konchar,Memphis Grizzlies,2100000,2021
Landry Shamet,Brooklyn Nets,2090040,2021
Jordan Poole,Golden State Warriors,2063280,2021
Bol Bol,Denver Nuggets,2058240,2021
Sean Kilpatrick,Chicago Bulls,2054856,2021
Keldon Johnson,San Antonio Spurs,2048040,2021
Robert Williams III,Boston Celtics,2029920,2021
Bruno Caboclo,Houston Rockets,2028594,2021
Jacob Evans,New York Knicks,2017320,2021
Dzanan Musa,Detroit Pistons,2002800,2021
Theo Maledon,Oklahoma City Thunder,2000000,2021
Kenrich Williams,Oklahoma City Thunder,2000000,2021
Damyean Dotson,Cleveland Cavaliers,2000000,2021
Gary Clark,Philadelphia 76ers,2000000,2021
Omari Spellman,New York Knicks,1988280,2021
Cameron Payne,Phoenix Suns,1977011,2021
Udoka Azubuike,Utah Jazz,1977000,2021
Jaden McDaniels,Minnesota Timberwolves,1964760,2021
Malachi Flynn,Toronto Raptors,1950600,2021
Desmond Bane,Memphis Grizzlies,1936440,2021
Jontay Porter,Memphis Grizzlies,1900000,2021
Jahlil Okafor,Detroit Pistons,1882867,2021
David Nwaba,Houston Rockets,1824003,2021
