NAME,TEAM,SALARY,YEAR
Amir Johnson,Philadelphia 76ers,1512601,2019
Derrick Rose,Minnesota Timberwolves,1512601,2019
Noah Vonleh,New York Knicks,1512601,2019
Jamal Crawford,Phoenix Suns,1512601,2019
Luol Deng,Minnesota Timberwolves,1512601,2019
Treveon Graham,Brooklyn Nets,1512601,2019
Isaiah Canaan,Milwaukee Bucks,1512601,2019
Udonis Haslem,Miami Heat,1512601,2019
Dwyane Wade,Miami Heat,1512601,2019
Carmelo Anthony,Houston Rockets,1512601,2019
David Nwaba,Cleveland Cavaliers,1512601,2019
Christian Wood,New Orleans Pelicans,1512601,2019
Gerald Green,Houston Rockets,1512601,2019
Kevon Looney,Golden State Warriors,1512601,2019
Jonas Jerebko,Golden State Warriors,1512601,2019
Jose Calderon,Detroit Pistons,1512601,2019
Zaza Pachulia,Detroit Pistons,1512601,2019
Jeff Green,Washington Wizards,1512601,2019
Isaiah Thomas,Denver Nuggets,1512601,2019
Devin Harris,Dallas Mavericks,1512601,2019
Channing Frye,Cleveland Cavaliers,1512601,2019
Derrick Jones Jr.,Miami Heat,1512601,2019
Ian Clark,New Orleans Pelicans,1512601,2019
Vince Carter,Atlanta Hawks,1512601,2019
Svi Mykhailiuk,Detroit Pistons,1487694,2019
Mitchell Robinson,New York Knicks,1485440,2019
Tyler Dorsey,Memphis Grizzlies,1378242,2019
Dillon Brooks,Memphis Grizzlies,1378242,2019
Dakari Johnson,Memphis Grizzlies,1378242,2019
Khem Birch,Orlando Magic,1378242,2019
Thomas Bryant,Washington Wizards,1378242,2019
Royce O'Neale,Utah Jazz,1378242,2019
Antonius Cleveland,Oklahoma City Thunder,1378242,2019
Jaylen Morris,Milwaukee Bucks,1378242,2019
Brandon Paul,San Antonio Spurs,1378242,2019
Jawun Evans,Oklahoma City Thunder,1378242,2019
Abdel Nader,Oklahoma City Thunder,1378242,2019
Sindarius Thornwell,Los Angeles Clippers,1378242,2019
Ivan Rabb,Memphis Grizzlies,1378242,2019
Dwayne Bacon,Charlotte Hornets,1378242,2019
Damyean Dotson,New York Knicks,1378242,2019
Semi Ojeleye,Boston Celtics,1378242,2019
Rodney Purvis,Miami Heat,1378242,2019
Frank Mason III,Sacramento Kings,1378242,2019
David Stockton,Los Angeles Lakers,1378242,2019
Zhou Qi,Houston Rockets,1378242,2019
Daniel Theis,Boston Celtics,1378242,2019
Frank Jackson,New Orleans Pelicans,1378242,2019
Sterling Brown,Milwaukee Bucks,1378242,2019
Maxi Kleber,Dallas Mavericks,1378242,2019
Jordan Bell,Golden State Warriors,1378242,2019
Ike Anigbogu,Indiana Pacers,1378242,2019
Wes Iwundu,Orlando Magic,1378242,2019
Jabari Bird,Atlanta Hawks,1349464,2019
Ben Moore,San Antonio Spurs,1349383,2019
Ryan Arcidiacono,Chicago Bulls,1349383,2019
Monte Morris,Denver Nuggets,1349383,2019
Daniel Hamilton,Atlanta Hawks,1349383,2019
Antonio Blakeney,Chicago Bulls,1349383,2019
Alfonzo McKinnie,Golden State Warriors,1349383,2019
Tyrone Wallace,Los Angeles Clippers,1349383,2019
Tyson Chandler,Los Angeles Lakers,1333140,2019
Shaquille Harrison,Chicago Bulls,1311265,2019
Elie Okobo,Phoenix Suns,1238464,2019
Jalen Brunson,Dallas Mavericks,1230000,2019
Okaro White,Washington Wizards,1187862,2019
Joakim Noah,Memphis Grizzlies,1093858,2019
Melvin Frazier Jr.,Orlando Magic,1050000,2019
Nick Young,Denver Nuggets,1042584,2019
Isaac Bonga,Los Angeles Lakers,1000000,2019
Devonte' Graham,Charlotte Hornets,988464,2019
De'Anthony Melton,Phoenix Suns,949000,2019
Ron Baker,Washington Wizards,948580,2019
Austin Rivers,Houston Rockets,922943,2019
Chasson Randle,Washington Wizards,869094,2019
Gary Trent Jr.,Portland Trail Blazers,838464,2019
Alize Johnson,Indiana Pacers,838464,2019
Brad Wanamaker,Boston Celtics,838464,2019
Kenrich Williams,New Orleans Pelicans,838464,2019
Keita Bates-Diop,Minnesota Timberwolves,838464,2019
Chimezie Metu,San Antonio Spurs,838464,2019
Ryan Broekhoff,Dallas Mavericks,838464,2019
Isaiah Briscoe,Orlando Magic,838464,2019
Bruce Brown,Detroit Pistons,838464,2019
Jevon Carter,Memphis Grizzlies,838464,2019
Jarred Vanderbilt,Denver Nuggets,838464,2019
Isaiah Hartenstein,Houston Rockets,838464,2019
Khyri Thomas,Detroit Pistons,838464,2019
Hamidou Diallo,Oklahoma City Thunder,838464,2019
Patrick McCaw,Toronto Raptors,777665,2019
Kenneth Faried,Houston Rockets,683661,2019
Brandon Goodwin,Denver Nuggets,630032,2019
Gary Clark,Houston Rockets,596873,2019
Bruno Caboclo,Memphis Grizzlies,522151,2019
Wesley Matthews,Indiana Pacers,512746,2019
Salah Mejri,Dallas Mavericks,512746,2019
Nik Stauskas,Cleveland Cavaliers,504200,2019
Jeremy Lin,Toronto Raptors,487109,2019
Enes Freedom,Portland Trail Blazers,487109,2019
John Jenkins,Washington Wizards,486520,2019
Chris Boucher,Toronto Raptors,457418,2019
Malcolm Miller,Toronto Raptors,457418,2019
Markieff Morris,Oklahoma City Thunder,427288,2019
Henry Ellenson,New York Knicks,341831,2019
Pau Gasol,Milwaukee Bucks,333285,2019
Andrew Bogut,Golden State Warriors,307648,2019
Jaylen Adams,Atlanta Hawks,270014,2019
Danuel House Jr.,Houston Rockets,247827,2019
Jimmer Fredette,Phoenix Suns,208509,2019
Tim Frazier,New Orleans Pelicans,196553,2019
Dairis Bertans,New Orleans Pelicans,194220,2019
Ray Spalding,Phoenix Suns,184746,2019
Deonte Burton,Oklahoma City Thunder,151587,2019
Cameron Reynolds,Minnesota Timberwolves,108953,2019
Chris Chiozza,Houston Rockets,90005,2019
JaKarr Sampson,Chicago Bulls,85458,2019
Donatas Motiejunas,San Antonio Spurs,59820,2019
Michael Carter-Williams,Orlando Magic,59820,2019
Greg Monroe,Philadelphia 76ers,59820,2019
Tyler Zeller,Memphis Grizzlies,59820,2019
Jemerrio Jones,Los Angeles Lakers,52108,2019
Isaac Humphries,Atlanta Hawks,47371,2019
Mitchell Creek,Minnesota Timberwolves,47371,2019
BJ Johnson,Sacramento Kings,42634,2019
Billy Garrett Jr.,New York Knicks,42634,2019
Deyonta Davis,Atlanta Hawks,25367,2019
Michael Frazier II,Houston Rockets,23685,2019
Yante Maten,Miami Heat,18948,2019
Eric Moreland,Phoenix Suns,17092,2019
Jordan McRae,Washington Wizards,17092,2019
Jonathan Gibson,Boston Celtics,17092,2019
Tarik Phillip,Washington Wizards,9474,2019
Duncan Robinson,Miami Heat,9474,2019
Kendrick Nunn,Los Angeles Lakers,4737,2019
Theo Pinson,Brooklyn Nets,4737,2019
Stephen Curry,Golden State Warriors,40231758,2020
Chris Paul,Oklahoma City Thunder,38506482,2020
Russell Westbrook,Houston Rockets,38506482,2020
James Harden,Houston Rockets,38199000,2020
Kevin Durant,Brooklyn Nets,38199000,2020
John Wall,Houston Rockets,38199000,2020
LeBron James,Los Angeles Lakers,37436858,2020
Kyle Lowry,Toronto Raptors,34996296,2020
Blake Griffin,Detroit Pistons,34449964,2020
Tobias Harris,Philadelphia 76ers,32742000,2020
Kemba Walker,Boston Celtics,32742000,2020
Jimmy Butler,Miami Heat,32742000,2020
Kawhi Leonard,Los Angeles Clippers,32742000,2020
Klay Thompson,Golden State Warriors,32742000,2020
Gordon Hayward,Boston Celtics,32700690,2020
Mike Conley,Utah Jazz,32511624,2020
Kyrie Irving,Brooklyn Nets,31742000,2020
Khris Middleton,Milwaukee Bucks,30603448,2020
Paul George,Los Angeles Clippers,30560700,2020
Paul Millsap,Denver Nuggets,30350000,2020
Damian Lillard,Portland Trail Blazers,29802321,2020
Kevin Love,Cleveland Cavaliers,28942830,2020
Nikola Vucevic,Orlando Magic,28000000,2020
Al Horford,Philadelphia 76ers,28000000,2020
DeMar DeRozan,San Antonio Spurs,27739975,2020
CJ McCollum,Portland Trail Blazers,27556959,2020
Joel Embiid,Philadelphia 76ers,27504630,2020
Andrew Wiggins,Golden State Warriors,27504630,2020
Nikola Jokic,Denver Nuggets,27504630,2020
Devin Booker,Phoenix Suns,27285000,2020
D'Angelo Russell,Minnesota Timberwolves,27285000,2020
Karl-Anthony Towns,Minnesota Timberwolves,27285000,2020
Kristaps Porzingis,Dallas Mavericks,27285000,2020
Otto Porter Jr.,Chicago Bulls,27250575,2020
Bradley Beal,Washington Wizards,27093019,2020
Andre Drummond,Cleveland Cavaliers,27093019,2020
Anthony Davis,Los Angeles Lakers,27093018,2020
Hassan Whiteside,Portland Trail Blazers,27093017,2020
Jrue Holiday,New Orleans Pelicans,26231111,2020
LaMarcus Aldridge,San Antonio Spurs,26000000,2020
Steven Adams,Oklahoma City Thunder,25842697,2020
Giannis Antetokounmpo,Milwaukee Bucks,25842697,2020
Marc Gasol,Toronto Raptors,25595700,2020
Nicolas Batum,Charlotte Hornets,25565217,2020
Chandler Parsons,Atlanta Hawks,25102511,2020
Harrison Barnes,Sacramento Kings,24147727,2020
Serge Ibaka,Toronto Raptors,23271604,2020
Rudy Gobert,Utah Jazz,23241573,2020
Danilo Gallinari,Oklahoma City Thunder,22615559,2020
Victor Oladipo,Indiana Pacers,21000000,2020
Tim Hardaway Jr.,Dallas Mavericks,20025127,2020
Malcolm Brogdon,Indiana Pacers,20000000,2020
Terry Rozier,Charlotte Hornets,19894737,2020
Aaron Gordon,Orlando Magic,19863636,2020
Zach LaVine,Chicago Bulls,19500000,2020
Kent Bazemore,Sacramento Kings,19269662,2020
Goran Dragic,Miami Heat,19217900,2020
Jeff Teague,Atlanta Hawks,19000000,2020
Evan Turner,Atlanta Hawks,18606556,2020
Tristan Thompson,Cleveland Cavaliers,18539130,2020
Draymond Green,Golden State Warriors,18539130,2020
Allen Crabbe,Minnesota Timberwolves,18500000,2020
Julius Randle,New York Knicks,18000000,2020
Myles Turner,Indiana Pacers,18000000,2020
Gary Harris,Denver Nuggets,17839286,2020
Derrick Favors,New Orleans Pelicans,17650000,2020
Andre Iguodala,Miami Heat,17185185,2020
Evan Fournier,Orlando Magic,17150000,2020
Bojan Bogdanovic,Utah Jazz,17000000,2020
Bismack Biyombo,Charlotte Hornets,17000000,2020
Timofey Mozgov,Orlando Magic,16720000,2020
Gorgui Dieng,Memphis Grizzlies,16229213,2020
Ricky Rubio,Phoenix Suns,16200000,2020
Jonas Valanciunas,Memphis Grizzlies,16000000,2020
Brandon Knight,Detroit Pistons,15643750,2020
Kelly Oubre Jr.,Phoenix Suns,15625000,2020
Eric Bledsoe,Milwaukee Bucks,15625000,2020
Dennis Schroder,Oklahoma City Thunder,15500000,2020
Ian Mahinmi,Washington Wizards,15450051,2020
James Johnson,Minnesota Timberwolves,15349400,2020
Bobby Portis,New York Knicks,15000000,2020
Marcus Morris Sr.,Los Angeles Clippers,15000000,2020
Clint Capela,Houston Rockets,14896552,2020
Luke Babbitt,Miami Heat,14651700,2020
Danny Green,Los Angeles Lakers,14634146,2020
Rudy Gay,San Antonio Spurs,14500000,2020
Cody Zeller,Charlotte Hornets,14471910,2020
Eric Gordon,Houston Rockets,14057730,2020
Mason Plumlee,Denver Nuggets,14041096,2020
Marcin Gortat,Los Angeles Clippers,13565218,2020
JJ Redick,New Orleans Pelicans,13486300,2020
Jordan Clarkson,Utah Jazz,13437500,2020
Dewayne Dedmon,Atlanta Hawks,13333333,2020
Jusuf Nurkic,Portland Trail Blazers,13125000,2020
Justise Winslow,Miami Heat,13000000,2020
Thaddeus Young,Chicago Bulls,12900000,2020
Will Barton,Denver Nuggets,12776786,2020
Courtney Lee,Dallas Mavericks,12759670,2020
Solomon Hill,Miami Heat,12758781,2020
Larry Nance Jr.,Cleveland Cavaliers,12727273,2020
Kelly Olynyk,Miami Heat,12667885,2020
Marcus Smart,Boston Celtics,12553571,2020
Miles Plumlee,Memphis Grizzlies,12500000,2020
Terrence Ross,Orlando Magic,12500000,2020
Nikola Mirotic,Milwaukee Bucks,12500000,2020
Patty Mills,San Antonio Spurs,12428571,2020
Tyreke Evans,Indiana Pacers,12400000,2020
Patrick Beverley,Los Angeles Clippers,12345680,2020
Trevor Ariza,Portland Trail Blazers,12195122,2020
Brook Lopez,Milwaukee Bucks,12093023,2020
Cory Joseph,Sacramento Kings,12000000,2020
Joe Ingles,Utah Jazz,11954546,2020
Zach Randolph,Dallas Mavericks,11692308,2020
Tony Snell,Detroit Pistons,11392857,2020
Robert Covington,Houston Rockets,11301219,2020
Meyers Leonard,Miami Heat,11286516,2020
Omer Asik,Chicago Bulls,11286516,2020
Maurice Harkless,New York Knicks,11011234,2020
T.J. Warren,Indiana Pacers,10810000,2020
Andre Roberson,Oklahoma City Thunder,10740740,2020
Spencer Dinwiddie,Brooklyn Nets,10605600,2020
Jeremy Lamb,Indiana Pacers,10500000,2020
Dwight Powell,Dallas Mavericks,10259375,2020
Norman Powell,Toronto Raptors,10116576,2020
Josh Richardson,Philadelphia 76ers,10116576,2020
Tomas Satoransky,Chicago Bulls,10000000,2020
Darren Collison,Los Angeles Lakers,10000000,2020
DeAndre Jordan,Brooklyn Nets,9881598,2020
Zion Williamson,New Orleans Pelicans,9757440,2020
Markelle Fultz,Orlando Magic,9745200,2020
John Henson,Detroit Pistons,9732396,2020
Matthew Dellavedova,Cleveland Cavaliers,9607500,2020
Dante Exum,Cleveland Cavaliers,9600000,2020
Deandre Ayton,Phoenix Suns,9562920,2020
Delon Wright,Dallas Mavericks,9473684,2020
Fred VanVleet,Toronto Raptors,9346153,2020
Jerami Grant,Denver Nuggets,9346153,2020
Tyus Jones,Memphis Grizzlies,9258000,2020
Al-Farouq Aminu,Orlando Magic,9258000,2020
George Hill,Milwaukee Bucks,9133907,2020
Kyle Anderson,Memphis Grizzlies,9073050,2020
Taj Gibson,New York Knicks,9000000,2020
Ja Morant,Memphis Grizzlies,8730240,2020
Lonzo Ball,New Orleans Pelicans,8719320,2020
E'Twaun Moore,New Orleans Pelicans,8664928,2020
Marvin Bagley III,Sacramento Kings,8556120,2020
Bogdan Bogdanovic,Sacramento Kings,8529386,2020
P.J. Tucker,Houston Rockets,8349039,2020
C.J. Miles,Washington Wizards,8333333,2020
Cristiano Felicio,Chicago Bulls,8156500,2020
Ben Simmons,Philadelphia 76ers,8113930,2020
Kentavious Caldwell-Pope,Los Angeles Lakers,8089282,2020
Thomas Bryant,Washington Wizards,8000000,2020
Elfrid Payton,New York Knicks,8000000,2020
Wayne Ellington,New York Knicks,8000000,2020
Maxi Kleber,Dallas Mavericks,8000000,2020
Lou Williams,Los Angeles Clippers,8000000,2020
RJ Barrett,New York Knicks,7839960,2020
Jayson Tatum,Boston Celtics,7830000,2020
Jae Crowder,Miami Heat,7815533,2020
Luka Doncic,Dallas Mavericks,7683360,2020
Joe Harris,Brooklyn Nets,7666667,2020
Darrell Arthur,Phoenix Suns,7464912,2020
Seth Curry,Dallas Mavericks,7461380,2020
Doug McDermott,Indiana Pacers,7333333,2020
Langston Galloway,Detroit Pistons,7333333,2020
Derrick Rose,Detroit Pistons,7317073,2020
Brandon Ingram,New Orleans Pelicans,7265485,2020
D.J. Augustin,Orlando Magic,7250000,2020
Lance Thomas,Brooklyn Nets,7119650,2020
De'Andre Hunter,Atlanta Hawks,7068360,2020
Josh Jackson,Memphis Grizzlies,7059480,2020
Davis Bertans,Washington Wizards,7000000,2020
Darius Miller,Oklahoma City Thunder,7000000,2020
Ersan Ilyasova,Milwaukee Bucks,7000000,2020
Jaren Jackson Jr.,Memphis Grizzlies,6927480,2020
Nemanja Bjelica,Sacramento Kings,6825000,2020
Jaylen Brown,Boston Celtics,6534829,2020
Jabari Parker,Sacramento Kings,6500000,2020
Ivica Zubac,Los Angeles Clippers,6481482,2020
Darius Garland,Cleveland Cavaliers,6400920,2020
De'Aaron Fox,Sacramento Kings,6392760,2020
Milos Teodosic,Los Angeles Clippers,6300000,2020
Trae Young,Atlanta Hawks,6273000,2020
Wesley Johnson,Washington Wizards,6134520,2020
Ish Smith,Washington Wizards,6000000,2020
Montrezl Harrell,Los Angeles Clippers,6000000,2020
Marco Belinelli,San Antonio Spurs,5846154,2020
Jarrett Culver,Minnesota Timberwolves,5813640,2020
Jonathan Isaac,Orlando Magic,5806440,2020
Rodney Hood,Portland Trail Blazers,5718000,2020
Jonathon Simmons,Washington Wizards,5700000,2020
Mo Bamba,Orlando Magic,5697600,2020
Trey Lyles,San Antonio Spurs,5500000,2020
Alex Abrines,Oklahoma City Thunder,5455236,2020
Aron Baynes,Phoenix Suns,5453280,2020
Jason Smith,New Orleans Pelicans,5450000,2020
Kris Dunn,Chicago Bulls,5348007,2020
Coby White,Chicago Bulls,5307120,2020
Lauri Markkanen,Chicago Bulls,5300400,2020
Alexis Ajinca,Los Angeles Clippers,5285394,2020
Wendell Carter Jr.,Chicago Bulls,5201400,2020
Daniel Theis,Boston Celtics,5000000,2020
Dirk Nowitzki,Dallas Mavericks,5000000,2020
Kyle Singler,Oklahoma City Thunder,4996000,2020
Jaxson Hayes,New Orleans Pelicans,4862040,2020
Buddy Hield,Sacramento Kings,4861208,2020
Frank Ntilikina,New York Knicks,4855800,2020
Rodney McGruder,Los Angeles Clippers,4807693,2020
Richaun Holmes,Sacramento Kings,4767000,2020
Justin Holiday,Indiana Pacers,4767000,2020
Frank Kaminsky,Phoenix Suns,4767000,2020
Mike Scott,Philadelphia 76ers,4767000,2020
Robin Lopez,Milwaukee Bucks,4767000,2020
Avery Bradley,Los Angeles Lakers,4767000,2020
JaMychal Green,Los Angeles Clippers,4767000,2020
Ed Davis,Utah Jazz,4767000,2020
Garrett Temple,Brooklyn Nets,4767000,2020
Enes Freedom,Boston Celtics,4767000,2020
Collin Sexton,Cleveland Cavaliers,4764960,2020
Rui Hachimura,Washington Wizards,4469160,2020
Kevon Looney,Golden State Warriors,4464226,2020
Dennis Smith Jr.,New York Knicks,4463640,2020
Jamal Murray,Denver Nuggets,4444746,2020
Kevin Knox II,New York Knicks,4380120,2020
Luc Mbah a Moute,Houston Rockets,4320500,2020
Cam Reddish,Atlanta Hawks,4245720,2020
Zach Collins,Portland Trail Blazers,4240200,2020
Mikal Bridges,Phoenix Suns,4161000,2020
Alex Len,Sacramento Kings,4160000,2020
Nicolo Melli,New Orleans Pelicans,4102564,2020
Cameron Johnson,Phoenix Suns,4033440,2020
Malik Monk,Charlotte Hornets,4028400,2020
Patrick McCaw,Toronto Raptors,4000000,2020
JaVale McGee,Los Angeles Lakers,4000000,2020
Dorian Finney-Smith,Dallas Mavericks,4000000,2020
Reggie Bullock,New York Knicks,4000000,2020
Shai Gilgeous-Alexander,Oklahoma City Thunder,3952920,2020
P.J. Washington,Charlotte Hornets,3831840,2020
Luke Kennard,Detroit Pistons,3827160,2020
Miles Bridges,Charlotte Hornets,3755400,2020
Jakob Poeltl,San Antonio Spurs,3754886,2020
Tyler Herro,Miami Heat,3640200,2020
Donovan Mitchell,Utah Jazz,3635760,2020
Stanley Johnson,Toronto Raptors,3623000,2020
Jake Layman,Minnesota Timberwolves,3581986,2020
Thon Maker,Detroit Pistons,3569643,2020
Jerome Robinson,Washington Wizards,3567720,2020
Allonzo Trier,New York Knicks,3551000,2020
Danuel House Jr.,Houston Rockets,3540000,2020
Domantas Sabonis,Indiana Pacers,3529555,2020
Michael Beasley,Brooklyn Nets,3500000,2020
T.J. McConnell,Indiana Pacers,3500000,2020
DeMarcus Cousins,Denver Nuggets,3500000,2020
Boban Marjanovic,Dallas Mavericks,3500000,2020
Dario Saric,Phoenix Suns,3481986,2020
Taurean Prince,Brooklyn Nets,3481986,2020
Romeo Langford,Boston Celtics,3458400,2020
Bam Adebayo,Miami Heat,3454080,2020
Michael Porter Jr.,Denver Nuggets,3389400,2020
Denzel Valentine,Chicago Bulls,3377569,2020
Juancho Hernangomez,Minnesota Timberwolves,3321030,2020
Sekou Doumbouya,Detroit Pistons,3285120,2020
Justin Jackson,Dallas Mavericks,3280920,2020
Troy Brown Jr.,Washington Wizards,3219480,2020
Yogi Ferrell,Sacramento Kings,3150000,2020
Zhaire Smith,Philadelphia 76ers,3058800,2020
Khem Birch,Orlando Magic,3000000,2020
Quinn Cook,Los Angeles Lakers,3000000,2020
Ryan Arcidiacono,Chicago Bulls,3000000,2020
Nickeil Alexander-Walker,New Orleans Pelicans,2964840,2020
D.J. Wilson,Milwaukee Bucks,2961120,2020
Cedi Osman,Cleveland Cavaliers,2907143,2020
Donte DiVincenzo,Milwaukee Bucks,2905800,2020
Bryn Forbes,San Antonio Spurs,2875000,2020
Goga Bitadze,Indiana Pacers,2816760,2020
T.J. Leaf,Indiana Pacers,2813280,2020
Alex Caruso,Los Angeles Lakers,2750000,2020
Malik Beasley,Minnesota Timberwolves,2731714,2020
Lonnie Walker IV,San Antonio Spurs,2689920,2020
Luka Samanic,San Antonio Spurs,2689920,2020
John Collins,Atlanta Hawks,2686560,2020
Kevin Huerter,Atlanta Hawks,2636280,2020
Caris LeVert,Brooklyn Nets,2625718,2020
Marko Guduric,Memphis Grizzlies,2625000,2020
DeAndre' Bembry,Atlanta Hawks,2603982,2020
Matisse Thybulle,Philadelphia 76ers,2582160,2020
Harry Giles III,Sacramento Kings,2578800,2020
Wesley Matthews,Milwaukee Bucks,2564753,2020
Rajon Rondo,Los Angeles Lakers,2564753,2020
Nene Hilario,Atlanta Hawks,2564753,2020
Josh Okogie,Minnesota Timberwolves,2530680,2020
Vincent Poirier,Boston Celtics,2505793,2020
Manu Ginobili,San Antonio Spurs,2500000,2020
Rondae Hollis-Jefferson,Toronto Raptors,2500000,2020
Brandon Clarke,Memphis Grizzlies,2478840,2020
Terrance Ferguson,Oklahoma City Thunder,2475840,2020
Emeka Okafor,New Orleans Pelicans,2445085,2020
Kendrick Perkins,Cleveland Cavaliers,2445085,2020
Grayson Allen,Memphis Grizzlies,2429400,2020
Grant Williams,Boston Celtics,2379840,2020
Jarrett Allen,Brooklyn Nets,2376840,2020
Pascal Siakam,Toronto Raptors,2351839,2020
Skal Labissiere,Portland Trail Blazers,2338847,2020
Chandler Hutchison,Chicago Bulls,2332320,2020
Aaron Holiday,Indiana Pacers,2329200,2020
Dejounte Murray,San Antonio Spurs,2321735,2020
Damian Jones,Atlanta Hawks,2305057,2020
Darius Bazley,Oklahoma City Thunder,2284800,2020
OG Anunoby,Toronto Raptors,2281800,2020
Ante Zizic,Cleveland Cavaliers,2281800,2020
Luke Kornet,Chicago Bulls,2250000,2020
Brandon Jennings,Milwaukee Bucks,2222803,2020
Ty Jerome,Phoenix Suns,2193480,2020
Willie Cauley-Stein,Dallas Mavericks,2177483,2020
Anfernee Simons,Portland Trail Blazers,2149560,2020
Austin Rivers,Houston Rockets,2147317,2020
Nassir Little,Portland Trail Blazers,2105520,2020
Moritz Wagner,Washington Wizards,2063520,2020
Sean Kilpatrick,Chicago Bulls,2054856,2020
Dylan Windler,Cleveland Cavaliers,2035800,2020
Caleb Swanigan,Portland Trail Blazers,2033160,2020
Mike Muscala,Oklahoma City Thunder,2028594,2020
Ben McLemore,Houston Rockets,2028594,2020
Edmond Sumner,Indiana Pacers,2000000,2020
Noah Vonleh,Denver Nuggets,2000000,2020
Torrey Craig,Denver Nuggets,2000000,2020
Landry Shamet,Los Angeles Clippers,1995120,2020
Mfiondu Kabengele,Los Angeles Clippers,1977000,2020
Kyle Kuzma,Los Angeles Lakers,1974600,2020
Jordan Poole,Golden State Warriors,1964760,2020
Tony Bradley,Utah Jazz,1962360,2020
Keldon Johnson,San Antonio Spurs,1950600,2020
Derrick White,San Antonio Spurs,1948080,2020
Robert Williams III,Boston Celtics,1937520,2020
Jacob Evans,Minnesota Timberwolves,1925880,2020
Dzanan Musa,Brooklyn Nets,1911600,2020
Omari Spellman,Golden State Warriors,1897800,2020
James Ennis III,Orlando Magic,1882867,2020
Shabazz Napier,Washington Wizards,1845301,2020
Bruno Caboclo,Houston Rockets,1845301,2020
DeAndre Liggins,Miami Heat,1795015,2020
Markieff Morris,Los Angeles Lakers,1750000,2020
Mario Hezonja,Portland Trail Blazers,1737145,2020
Cameron Payne,Phoenix Suns,1737145,2020
Pat Connaughton,Milwaukee Bucks,1723050,2020
Jahlil Okafor,New Orleans Pelicans,1702486,2020
Rodions Kurucs,Brooklyn Nets,1699236,2020
Jonah Bolden,Phoenix Suns,1698450,2020
Dragan Bender,Golden State Warriors,1678854,2020
Cheick Diallo,Phoenix Suns,1678854,2020
Willy Hernangomez,Charlotte Hornets,1676735,2020
Julyan Stone,Chicago Bulls,1656092,2020
MarShon Brooks,Chicago Bulls,1656092,2020
Josh Hart,New Orleans Pelicans,1655160,2020
Georges Niang,Utah Jazz,1645357,2020
Treveon Graham,Atlanta Hawks,1645357,2020
Christian Wood,Detroit Pistons,1645357,2020
Jordan McRae,Detroit Pistons,1645357,2020
Derrick Jones Jr.,Miami Heat,1645357,2020
Shaquille Harrison,Chicago Bulls,1620564,2020
Isaiah Taylor,Toronto Raptors,1620564,2020
Raul Neto,Philadelphia 76ers,1620564,2020
Tyler Lydon,Sacramento Kings,1620564,2020
Emmanuel Mudiay,Utah Jazz,1620564,2020
Glenn Robinson III,Philadelphia 76ers,1620564,2020
Patrick Patterson,Los Angeles Clippers,1620564,2020
Furkan Korkmaz,Philadelphia 76ers,1620564,2020
Kyle O'Quinn,Philadelphia 76ers,1620564,2020
Michael Carter-Williams,Orlando Magic,1620564,2020
Tim Frazier,Detroit Pistons,1620564,2020
Nerlens Noel,Oklahoma City Thunder,1620564,2020
Alec Burks,Philadelphia 76ers,1620564,2020
Wilson Chandler,Brooklyn Nets,1620564,2020
Kyle Korver,Milwaukee Bucks,1620564,2020
Udonis Haslem,Miami Heat,1620564,2020
Jared Dudley,Los Angeles Lakers,1620564,2020
Dwight Howard,Los Angeles Lakers,1620564,2020
JaKarr Sampson,Indiana Pacers,1620564,2020
Justin Patton,Oklahoma City Thunder,1620564,2020
Ryan Anderson,Houston Rockets,1620564,2020
Thabo Sefolosha,Houston Rockets,1620564,2020
Gerald Green,Houston Rockets,1620564,2020
Tyson Chandler,Houston Rockets,1620564,2020
Trey Burke,Dallas Mavericks,1620564,2020
Isaiah Thomas,Washington Wizards,1620564,2020
J.J. Barea,Dallas Mavericks,1620564,2020
Jarell Martin,Cleveland Cavaliers,1620564,2020
Jordan Bell,Memphis Grizzlies,1620564,2020
Joe Johnson,Boston Celtics,1620564,2020
Vince Carter,Atlanta Hawks,1620564,2020
Dillon Brooks,Memphis Grizzlies,1618520,2020
Royce O'Neale,Utah Jazz,1618520,2020
Abdel Nader,Oklahoma City Thunder,1618520,2020
Dwayne Bacon,Charlotte Hornets,1618520,2020
Damyean Dotson,New York Knicks,1618520,2020
Semi Ojeleye,Boston Celtics,1618520,2020
Frank Jackson,New Orleans Pelicans,1618520,2020
Sterling Brown,Milwaukee Bucks,1618520,2020
Wes Iwundu,Orlando Magic,1618420,2020
Dwight Buycks,Detroit Pistons,1600520,2020
Mitchell Robinson,New York Knicks,1599712,2020
Chris Boucher,Toronto Raptors,1588231,2020
Malcolm Miller,Toronto Raptors,1588231,2020
Monte Morris,Denver Nuggets,1588231,2020
Antonio Blakeney,Chicago Bulls,1588231,2020
Tyrone Wallace,Atlanta Hawks,1588231,2020
Malachi Richardson,Philadelphia 76ers,1569360,2020
Georgios Papagiannis,Portland Trail Blazers,1544951,2020
Chinanu Onuaku,Portland Trail Blazers,1544951,2020
Wade Baldwin IV,Indiana Pacers,1544951,2020
Isaiah Whitehead,Detroit Pistons,1544951,2020
Paul Zipser,Chicago Bulls,1544951,2020
Amile Jefferson,Orlando Magic,1529007,2020
Omri Casspi,Memphis Grizzlies,1512601,2020
Lorenzo Brown,Guangzhou Guangzhou Long-Lions,1512601,2020
